Price,Year,Mileage,City,State,Vin,Make,Model
8488,2010,75771,Mooresville, NC,WVWJK7AN0AE162264,Volkswagen,Passat
9995,2016,11680,Doral, FL,3VW167AJ5GM306764,Volkswagen,Jetta
7400,2010,92020,Newton, NJ,WVWJM7ANXAE168034,Volkswagen,Passat
8600,2016,38744,Union City, GA,3VW267AJ1GM338258,Volkswagen,Jetta
5999,2009,97527,Leesburg, VA,WVWJK73C69P049883,Volkswagen,Passat
19577,2017,93,Naperville, IL,3VW4T7AU2HM053663,Volkswagen,Golf
5174,2004,65158,Waterloo, NY,WVWPD63BX4P328817,Volkswagen,Passat
8399,2010,94250,Franklin, WI,WVWJK7AN1AE098901,Volkswagen,Passat
8995,2015,16596,Brooklyn, NY,3VWD17AJ2FM238532,Volkswagen,Jetta
10977,2016,20760,Hazelwood, MO,3VW167AJ1GM341785,Volkswagen,Jetta
17795,2016,14000,Orlando, FL,3VW5T7AUXGM036483,Volkswagen,Golf
18999,2017,13773,Chantilly, VA,3VW5T7AU3HM013094,Volkswagen,Golf
8980,2007,46105,Lebanon, TN,WVWAK73C87P022441,Volkswagen,Passat
6999,2015,41622,West Park, FL,3VW2K7AJ9FM349289,Volkswagen,Jetta
19999,2017,3070,Charlotte, NC,3VWYT7AU5HM035479,Volkswagen,Golf
18251,2015,15479,Columbus, OH,3VWYT7AU8FM039300,Volkswagen,Golf
8658,2010,76473,Oakfield, NY,WVWJK7AN4AE069618,Volkswagen,Passat
11484,2015,33850,San Antonio, TX,1VWAT7A39FC084644,Volkswagen,Passat4dr
10995,2015,2163,Scottsdale, AZ,3VWD17AJ0FM282528,Volkswagen,Jetta
8995,2010,73238,Jersey City, NJ,WVWJM7AN7AE123116,Volkswagen,Passat
16495,2015,17000,Naugatuck, CT,3VW4T7AU2FM003228,Volkswagen,Golf
9999,2014,14412,West Palm Beach, FL,1VWAS7A3XEC120018,Volkswagen,Passat1.8T
9999,2014,12486,Tampa, FL,3VWD07AJXEM428497,Volkswagen,Jetta
20000,2017,5916,Alexandria, VA,3VW5T7AU3HM015539,Volkswagen,Golf
12263,2014,9839,Sherwood, AR,1VWAS7A31EC096580,Volkswagen,Passat1.8T
6350,2007,80023,Raleigh, NC,WVWJK93C57P081393,Volkswagen,Passat
4900,2008,106221,Holiday, FL,WVWJK73CX8E090852,Volkswagen,Passat
9995,2009,66036,Sanford, FL,WVWJK73CX9P046517,Volkswagen,Passat
9492,2010,82187,Kennesaw, GA,WVWJK7AN5AE154192,Volkswagen,Passat
14148,2017,8982,South Jordan, UT,1VWAT7A32HC004846,Volkswagen,Passat1.8T
5499,2007,91122,Snellville, GA,WVWJK73C97P019564,Volkswagen,Passat
10888,2016,6092,Long Island City, NY,3VWD67AJ1GM294383,Volkswagen,Jetta
12780,2016,8602,Killeen, TX,3VW167AJ0GM413057,Volkswagen,Jetta
7793,2015,34945,Bedford, OH,3VWD17AJ4FM310766,Volkswagen,Jetta
20950,2017,8985,Edmonds, WA,3VW5T7AU7HM009310,Volkswagen,Golf
17977,2015,19988,San Rafael, CA,3VWTT7AU2FM067250,Volkswagen,Golf
19996,2016,5407,ORLANDO, FL,3VWYT7AU4GM066401,Volkswagen,Golf
14148,2017,9980,South Jordan, UT,1VWAT7A39HC001250,Volkswagen,Passat1.8T
19388,2016,13792,Escondido, CA,3VWYT7AU8GM013054,Volkswagen,Golf
9995,2015,25743,Doral, FL,1VWAS7A34FC013273,Volkswagen,Passat1.8T
3992,2006,113307,East Stroudsburg, PA,WVWAK73C46P166471,Volkswagen,Passat
7495,2009,85909,Port Saint Lucie, FL,WVWJK73C09P043674,Volkswagen,Passat
9695,2014,14863,Tinton Falls, NJ,3VW2K7AJ7EM432041,Volkswagen,Jetta
8995,2015,22500,Naugatuck, CT,3VW1K7AJ0FM221793,Volkswagen,Jetta
10494,2016,9719,Horsham, PA,3VW267AJ6GM289669,Volkswagen,Jetta
17499,2016,17536,Fullerton, CA,3VWYT7AU8GM029562,Volkswagen,Golf
12950,2016,10581,Edmonds, WA,3VW267AJ9GM291058,Volkswagen,Jetta
10600,2014,12826,Clearwater, FL,3VWD07AJXEM223374,Volkswagen,Jetta
19970,2016,10159,Longmont, CO,3VW5T7AU0GM067340,Volkswagen,Golf
11937,2016,14228,Clearwater, FL,3VW267AJXGM208303,Volkswagen,Jetta
9745,2016,36765,Union City, GA,3VW267AJ3GM249680,Volkswagen,Jetta
10999,2014,20644,Medford, OR,3VW2K7AJ6EM326082,Volkswagen,Jetta
9189,2016,43480,Union City, GA,3VW267AJ3GM280945,Volkswagen,Jetta
8910,2010,80083,Waterloo, NY,WVWJM7AN6AE091596,Volkswagen,Passat
18798,2016,16767,Chamblee, GA,3VW5T7AU6GM057587,Volkswagen,Golf
10560,2013,24349,Danvers, MA,1VWAP7A3XDC101324,Volkswagen,Passat4dr
9999,2014,14492,Bernardsville, NJ,3VW1K7AJXEM433437,Volkswagen,Jetta
10950,2014,19328,Edmonds, WA,3VW1K7AJ0EM438372,Volkswagen,Jetta
8994,2014,16499,Seffner, FL,3VW2K7AJ1EM313000,Volkswagen,Jetta
12500,2014,14176,Delray Beach, FL,1VWAS7A35EC043008,Volkswagen,Passat1.8T
16499,2015,23526,Montclair, CA,3VW4T7AU9FM007695,Volkswagen,Golf
10949,2014,22703,Turnwater, WA,3VW2K7AJ2EM229087,Volkswagen,Jetta
6990,2008,99597,Highland Park, IL,WVWAK73C98E077946,Volkswagen,Passat
7994,2014,45392,Seffner, FL,1VWAP7A39EC017383,Volkswagen,Passat4dr
10792,2016,29017,Burlington, NJ,1VWAT7A32GC029003,Volkswagen,Passat4dr
16900,2015,19180,Rahway, NJ,3VW5T7AU7FM011460,Volkswagen,Golf
19095,2016,11176,Madison, TN,3VWYT7AU8GM058088,Volkswagen,Golf
4995,2006,94109,Elizabeth, NJ,WVWAK73C96P039151,Volkswagen,Passat
5400,2006,87681,Hazlet, NJ,WVWAK73CX6P121096,Volkswagen,Passat
7999,2010,92405,Hayward, CA,WVWJM7AN5AE075986,Volkswagen,Passat
20782,2017,13675,Sterling, VA,3VW5T7AU3HM017565,Volkswagen,Golf
8994,2014,38027,Orem, UT,3VW1K7AJ7EM394421,Volkswagen,Jetta
12810,2016,17377,Fayetteville, AR,3VW267AJXGM208494,Volkswagen,Jetta
11742,2016,17043,Merrimack, NH,3VW267AJ2GM301591,Volkswagen,Jetta
11549,2016,7573,Toms River, NJ,3VW267AJ2GM225225,Volkswagen,Jetta
9695,2016,35895,Hackettstown, NJ,3VW267AJ7GM374049,Volkswagen,Jetta
11502,2015,27281,Greensboro, NC,1VWAT7A30FC002459,Volkswagen,Passat4dr
9999,2014,20813,Tampa, FL,3VWD07AJ6EM429033,Volkswagen,Jetta
12772,2015,15383,Clearwater, FL,1VWAS7A37FC056764,Volkswagen,Passat1.8T
10495,2014,15342,Tucson, AZ,3VW1K7AJ4EM322611,Volkswagen,Jetta
10885,2016,31580,Hazelwood, MO,3VW167AJ8GM353383,Volkswagen,Jetta
4450,2005,111446,Fairborn, OH,WVWAD63B85P036526,Volkswagen,Passat
7990,2010,94120,Carmel, IN,WVWJK7AN2AE160533,Volkswagen,Passat
9970,2014,13478,Sanford, FL,3VW2K7AJ0EM315658,Volkswagen,Jetta
10495,2016,18439,Doral, FL,3VW267AJ0GM212828,Volkswagen,Jetta
18565,2015,15571,Saint Augustine, FL,3VW5T7AUXFM104067,Volkswagen,Golf
6995,2006,72183,Houston, TX,WVWAK73CX6P163798,Volkswagen,Passat
9500,2014,28114,San Diego, CA,3VW2K7AJ6EM302543,Volkswagen,Jetta
21862,2017,1604,Wilsonville, OR,3VW4T7AU1HM001652,Volkswagen,Golf
10999,2013,25572,Tucson, AZ,1VWAP7A38DC021584,Volkswagen,Passat4dr
6995,2008,89766,Manassas, VA,WVWAK73C88P124078,Volkswagen,Passat
5899,2009,124134,Frisco, TX,WVWJK93C69E045436,Volkswagen,Passat
6750,2008,113570,Nashville, TN,WVWEK73C68E079896,Volkswagen,Passat
12200,2014,21226,Delray Beach, FL,1VWAS7A30EC104295,Volkswagen,Passat1.8T
8995,2015,38617,West Islip, NY,3VW2K7AJ2FM322743,Volkswagen,Jetta
12368,2014,14018,Fort Collins, CO,1VWAS7A34EC061418,Volkswagen,Passat1.8T
4999,2006,97179,Baltimore, MD,WVWAK73C36P037248,Volkswagen,Passat
20400,2017,14353,Owings Mills, MD,3VW4T7AU4HM010975,Volkswagen,Golf
9499,2014,14445,Montebello, CA,3VW2K7AJXEM287447,Volkswagen,Jetta
21742,2017,9079,Bellevue, NE,3VW5T7AU8HM043465,Volkswagen,Golf
5995,2007,94054,Burbank, IL,WVWAK73C77P085174,Volkswagen,Passat
17894,2015,21870,Virginia Beach, VA,3VWTT7AU0FM034716,Volkswagen,Golf
3950,2007,118793,Levittown, PA,WVWJK73C07P074887,Volkswagen,Passat
10500,2016,38080,West Allis, WI,3VW267AJ0GM362759,Volkswagen,Jetta
11494,2015,15786,Jamaica, NY,1VWAT7A34FC093526,Volkswagen,Passat4dr
3999,2004,92672,Leesburg, VA,WVWPD63B14P046842,Volkswagen,Passat
19395,2016,10999,Springfield, VA,3VWTT7AU7GM004002,Volkswagen,Golf
12409,2015,12774,Matteson, IL,1VWAS7A3XFC101728,Volkswagen,Passat1.8T
10999,2015,5540,Montclair, CA,3VW2K7AJ0FM423666,Volkswagen,Jetta
7994,2014,33231,Seffner, FL,3VW2K7AJ9EM308238,Volkswagen,Jetta
9400,2014,31117,San Diego, CA,3VW2K7AJ5EM304655,Volkswagen,Jetta
7912,2009,94160,Madison, NC,WVWJK73C79P049858,Volkswagen,Passat
9999,2014,23618,Tampa, FL,3VWD07AJ4EM434067,Volkswagen,Jetta
7991,2010,105575,Timonium, MD,WVWJK7AN8AE160035,Volkswagen,Passat
10995,2016,14473,Charlotte, NC,3VW267AJ5GM314948,Volkswagen,Jetta
10295,2014,25890,Downey, CA,3VW1K7AJ3EM442545,Volkswagen,Jetta
6195,2008,102548,Freehold, NJ,WVWAK73CX8P050968,Volkswagen,Passat
9479,2016,42902,Tampa, FL,3VW267AJ2GM283366,Volkswagen,Jetta
6999,2008,91559,Akron, OH,WVWAK73C78E198426,Volkswagen,Passat
11495,2014,20915,Morehead City, NC,3VWD07AJ5EM268481,Volkswagen,Jetta
12477,2016,5839,Coconut Creek, FL,3VW167AJ0GM392548,Volkswagen,Jetta
9994,2014,25963,Seffner, FL,1VWAS7A30EC089748,Volkswagen,Passat1.8T
6699,2006,78000,Manassas, VA,WVWAK73C56P070882,Volkswagen,Passat
8991,2015,30343,Hollywood, FL,3VWD17AJ3FM222498,Volkswagen,Jetta
8600,2015,45354,Union City, GA,3VW2K7AJXFM347650,Volkswagen,Jetta
11700,2015,17400,Saco, ME,3VW2K7AJ5FM288782,Volkswagen,Jetta
19599,2016,9959,Baltimore, MD,3VWYT7AU4GM006148,Volkswagen,Golf
6695,2013,41243,Woodbridge, VA,3VWBP7AJ6DM250640,Volkswagen,Jetta
12578,2016,6805,Durham, NC,3VW267AJXGM366530,Volkswagen,Jetta
8600,2016,54394,Union City, GA,3VW267AJ4GM269646,Volkswagen,Jetta
13890,2016,10088,D'Iberville, MS,3VW267AJ1GM377142,Volkswagen,Jetta
18441,2016,32072,Sumter, SC,3VWYT7AU7GM015328,Volkswagen,Golf
7995,2008,80563,Shrewsbury, MA,WVWAK73CX8E172709,Volkswagen,Passat
11788,2016,18247,Valencia, CA,3VW167AJ2GM293505,Volkswagen,Jetta
10991,2014,16028,Clearwater, FL,3VW2K7AJXEM304666,Volkswagen,Jetta
15977,2015,36016,Hollywood, FL,3VWYT7AU5FM039366,Volkswagen,Golf
9780,2014,29894,Gaithersburg, MD,3VW1K7AJ0EM436539,Volkswagen,Jetta
11316,2015,18132,Van Nuys, CA,3VW1K7AJXFM316507,Volkswagen,Jetta
7995,2015,70152,Union City, GA,1VWAT7A34FC077763,Volkswagen,Passat4dr
9999,2014,25578,San Diego, CA,3VW2K7AJ7EM309842,Volkswagen,Jetta
10589,2014,18796,Norristown, PA,3VW1K7AJ7EM326703,Volkswagen,Jetta
9999,2014,27391,Orlando, FL,1VWAS7A38EC035226,Volkswagen,Passat1.8T
19998,2016,7910,Vienna, VA,3VW5T7AU4GM035751,Volkswagen,Golf
9895,2015,20992,Doral, FL,3VW2K7AJ0FM337192,Volkswagen,Jetta
9851,2014,29495,Huntersville, NC,3VW1K7AJ1EM441653,Volkswagen,Jetta
12398,2016,17254,Boerne, TX,3VW267AJ4GM381864,Volkswagen,Jetta
10699,2016,29404,Orlando, FL,3VW267AJ0GM304571,Volkswagen,Jetta
17989,2015,40000,Boerne, TX,3VW5T7AU8FM073689,Volkswagen,Golf
7994,2014,35561,Seffner, FL,3VW2K7AJ5EM309922,Volkswagen,Jetta
10999,2014,15807,Miami, FL,1VWAS7A38EC046128,Volkswagen,Passat1.8T
11246,2014,7796,Fairfax, VA,3VW2K7AJXEM391503,Volkswagen,Jetta
18794,2016,31850,Seattle, WA,3VWYT7AU4GM005923,Volkswagen,Golf
20999,2017,3330,Middletown, RI,3VW5T7AU3HM042935,Volkswagen,Golf
11999,2014,14893,Delray Beach, FL,1VWAS7A31EC095378,Volkswagen,Passat1.8T
6030,2008,115232,Indianapolis, IN,WVWAK73C98P037936,Volkswagen,Passat
10950,2014,26693,Edmonds, WA,3VW2K7AJ4EM432627,Volkswagen,Jetta
10777,2015,23708,Cerritos, CA,3VW2K7AJ6FM401588,Volkswagen,Jetta
8900,2015,50039,Miami, FL,1VWAT7A37FC056471,Volkswagen,Passat4dr
11991,2016,17460,Fairfield, CA,3VW267AJ8GM210583,Volkswagen,Jetta
6995,2005,68173,Elmhurst, IL,WVWAD63B55E023308,Volkswagen,Passat
19472,2015,9501,Bellevue, WA,3VW4T7AU5FM103694,Volkswagen,Golf
9589,2014,22719,Colorado Springs, CO,3VW1K7AJ8EM334678,Volkswagen,Jetta
10000,2014,26562,San Diego, CA,3VW2K7AJ4EM255254,Volkswagen,Jetta
10600,2016,29812,Council Bluffs, IA,3VWD67AJ9GM346875,Volkswagen,Jetta
5500,2004,102896,Louisville, KY,WVWPD63BX4E175559,Volkswagen,Passat
11859,2016,22351,Pilot Point, TX,3VW267AJ6GM265341,Volkswagen,Jetta
9510,2014,35284,Clearwater, FL,3VW1K7AJ2EM324258,Volkswagen,Jetta
17992,2015,42631,Abilene, TX,3VW4T7AU6FM066140,Volkswagen,Golf
8495,2014,30300,Naugatuck, CT,3VW1K7AJ7EM326538,Volkswagen,Jetta
3701,2005,118042,Gurnee, IL,WVWRU63B85E058234,Volkswagen,Passat
19972,2016,8011,Canton, NC,3VW5T7AU2GM039068,Volkswagen,Golf
12975,2016,10445,Burnsville, MN,3VW267AJ0GM358887,Volkswagen,Jetta
9999,2016,29696,Chicago, IL,3VWD67AJ8GM256648,Volkswagen,Jetta
21788,2017,1753,Owings Mills, MD,3VW5T7AUXHM056220,Volkswagen,Golf
11979,2016,20000,Bellevue, WA,3VW267AJ2GM226939,Volkswagen,Jetta
11299,2014,30599,Clearwater, FL,1VWAT7A30EC065186,Volkswagen,Passat4dr
19995,2016,9915,Ramsey, NJ,3VW5T7AU1GM043211,Volkswagen,Golf
6792,2010,120060,Mountain View, CA,WVWJM7ANXAE164209,Volkswagen,Passat
16000,2017,54,Springfield, VA,1VWAT7A37HC043156,Volkswagen,Passat1.8T
10545,2014,27989,El Cajon, CA,3VW2K7AJ9EM391962,Volkswagen,Jetta
11000,2016,36289,West Allis, WI,3VW267AJ0GM363362,Volkswagen,Jetta
19494,2016,19249,Huntersville, NC,3VW4T7AU2GM018703,Volkswagen,Golf
3499,2005,111316,Pleasanton, CA,WVWMD63B65P007474,Volkswagen,Passat
8994,2014,25021,Seffner, FL,3VWD17AJ8EM438796,Volkswagen,Jetta
10250,2015,32804,Saint Augustine, FL,3VW1K7AJ5FM425232,Volkswagen,Jetta
20699,2016,6831,Naperville, IL,3VWYT7AU1GM039110,Volkswagen,Golf
17990,2016,30614,Spartanburg, SC,3VW4T7AU5GM052943,Volkswagen,Golf
17811,2016,36858,Pasadena, MD,3VW4T7AU6GM019661,Volkswagen,Golf
11691,2015,23143,El Cajon, CA,3VW1K7AJ5FM310565,Volkswagen,Jetta
9997,2013,24319,Manassas, VA,3VW2K7AJ3DM307181,Volkswagen,Jetta
9499,2014,19139,Montebello, CA,3VW2K7AJ2EM402221,Volkswagen,Jetta
10908,2014,17138,Norristown, PA,3VW2K7AJ8EM256486,Volkswagen,Jetta
14999,2017,12035,Naperville, IL,1VWAT7A31HC015742,Volkswagen,Passat1.8T
10223,2015,35502,Atlanta, GA,3VW2K7AJ3FM211294,Volkswagen,Jetta
10499,2015,32026,Franklin, WI,3VW2K7AJ8FM312718,Volkswagen,Jetta
10000,2014,35485,Sherwood, AR,3VW2K7AJ7EM325961,Volkswagen,Jetta
9988,2015,22101,Englewood, CO,3VW2K7AJ5FM236178,Volkswagen,Jetta
18975,2016,27720,Burnsville, MN,3VWYT7AU0GM052608,Volkswagen,Golf
20799,2017,7587,Columbia, MO,3VW4T7AU7HM020139,Volkswagen,Golf
13495,2016,16528,Olympia, WA,3VW267AJ8GM305953,Volkswagen,Jetta
9995,2015,43367,Morrow, GA,1VWAT7A36FC079935,Volkswagen,Passat4dr
16999,2015,55859,Flagstaff, AZ,3VWTT7AU4FM030569,Volkswagen,Golf
18933,2015,26505,Delray Beach, FL,3VW4T7AU1FM006542,Volkswagen,Golf
11466,2016,13026,District Heights, MD,3VW267AJ1GM359823,Volkswagen,Jetta
9750,2014,31301,San Diego, CA,3VW2K7AJ2EM409945,Volkswagen,Jetta
10995,2013,9403,Pompano Beach, FL,1VWAP7A36DC052719,Volkswagen,Passat4dr
20755,2017,8314,Baltimore, MD,3VW4T7AU8HM020974,Volkswagen,Golf
6499,2008,101715,Ceres, CA,WVWJK73CX8E101204,Volkswagen,Passat
12825,2016,4751,Brockton, MA,3VW267AJ5GM303738,Volkswagen,Jetta
9992,2014,30364,Huntersville, NC,3VW2K7AJ4EM326209,Volkswagen,Jetta
10349,2014,17379,Orlando, FL,3VW2K7AJ0EM333089,Volkswagen,Jetta
20495,2016,12762,San Antonio, TX,3VWYT7AU6GM035103,Volkswagen,Golf
9999,2014,30221,Miami, FL,1VWAS7A32EC026165,Volkswagen,Passat1.8T
10749,2014,20988,Franklin, WI,3VW2K7AJ6EM310934,Volkswagen,Jetta
8620,2012,45316,Highland Park, IL,1VWAP7A36CC008010,Volkswagen,Passat4dr
9495,2014,19900,Naugatuck, CT,3VWB17AJ7EM418823,Volkswagen,Jetta
20165,2016,7848,Durham, NC,3VW4T7AU5GM062971,Volkswagen,Golf
18841,2015,25163,Greenville, SC,3VWYT7AU7FM023458,Volkswagen,Golf
19471,2015,26510,Turnwater, WA,3VWTT7AU5FM082972,Volkswagen,Golf
19887,2016,15875,Indio, CA,3VW5T7AU8GM043156,Volkswagen,Golf
18997,2016,11371,Jacksonville, FL,3VW5T7AU5GM062134,Volkswagen,Golf
12888,2016,5012,Huntington Beach, CA,3VW267AJXGM392464,Volkswagen,Jetta
10864,2015,32940,Orem, UT,3VW1K7AJ6FM319792,Volkswagen,Jetta
12000,2015,15269,Owings Mills, MD,3VW1K7AJ3FM235297,Volkswagen,Jetta
10300,2015,58816,Delray Beach, FL,1VWAT7A36FC058874,Volkswagen,Passat4dr
5995,2006,91147,Houston, TX,WVWEK93C26P109392,Volkswagen,Passat
12699,2016,12024,Aurora, CO,3VW267AJ7GM209182,Volkswagen,Jetta
10987,2014,31766,Chesapeake, VA,3VW2K7AJXEM312587,Volkswagen,Jetta
9499,2014,20221,Montebello, CA,3VW1K7AJ0EM382885,Volkswagen,Jetta
12295,2016,23936,Marietta, GA,3VW267AJ4GM287905,Volkswagen,Jetta
10495,2016,34365,Hackettstown, NJ,3VW267AJ5GM371733,Volkswagen,Jetta
10999,2015,30964,Sanford, NC,3VW1K7AJ3FM269241,Volkswagen,Jetta
20500,2016,18170,Fredericksburg, VA,3VW4T7AU9GM070183,Volkswagen,Golf
8750,2013,35495,San Diego, CA,3VW2K7AJ8DM289437,Volkswagen,Jetta
12800,2014,8126,Amarillo, TX,3VW2K7AJ8EM310921,Volkswagen,Jetta
11357,2014,9309,Fairfax, VA,3VW2K7AJ6EM381437,Volkswagen,Jetta
11000,2014,45560,San Diego, CA,3VWPP7AJ4EM604341,Volkswagen,Jetta
9495,2014,20474,Highland Park, IL,3VW2K7AJ6EM217136,Volkswagen,Jetta
6985,2013,42183,Doral, FL,3VW2K7AJ3DM225516,Volkswagen,Jetta
10788,2014,20887,Sacramento, CA,3VW2K7AJ2EM430794,Volkswagen,Jetta
9349,2014,39669,Clearwater, FL,3VW1K7AJ5EM323041,Volkswagen,Jetta
10852,2014,20887,Huntersville, NC,3VW2K7AJ1EM309495,Volkswagen,Jetta
9730,2015,36288,Madison, TN,3VW1K7AJ8FM253701,Volkswagen,Jetta
10995,2015,39116,Orlando, FL,1VWAT7A39FC046539,Volkswagen,Passat4dr
10794,2016,31911,Kirkland, WA,3VW267AJXGM393436,Volkswagen,Jetta
9998,2014,33555,Puyallup, WA,3VW1K7AJ2EM389062,Volkswagen,Jetta
10498,2014,33792,Tampa, FL,1VWAS7A39EC054786,Volkswagen,Passat1.8T
10885,2014,24651,Covina, CA,3VW2K7AJXEM428453,Volkswagen,Jetta
7299,2009,101939,Waterloo, NY,WVWJK73C49P048652,Volkswagen,Passat
17281,2015,38861,St. Augustine, FL,3VWTT7AUXFM033881,Volkswagen,Golf
17999,2016,46140,Chester, VA,3VW5T7AU3GM011215,Volkswagen,Golf
20774,2017,9792,Bernardsville, NJ,3VW5T7AU7HM001871,Volkswagen,Golf
9035,2014,37389,Covina, CA,3VW2K7AJ2EM290567,Volkswagen,Jetta
11999,2015,12299,Laurel, MD,3VW2K7AJ3FM345383,Volkswagen,Jetta
11400,2014,12365,San Francisco, CA,3VW1K7AJ3EM442724,Volkswagen,Jetta
8990,2014,27171,San Diego, CA,3VW2K7AJ8EM256116,Volkswagen,Jetta
9999,2014,31506,Orlando, FL,1VWAS7A34EC120077,Volkswagen,Passat1.8T
6280,2009,131135,Kansas City, MO,WVWJK73C59P010606,Volkswagen,Passat
9798,2014,26558,Coconut Creek, FL,3VWD07AJ1EM236353,Volkswagen,Jetta
11400,2015,23298,Greensboro, NC,1VWAT7A33FC037657,Volkswagen,Passat4dr
21950,2017,3769,Edmonds, WA,3VW547AU6HM045177,Volkswagen,Golf
10888,2016,21765,Dallas, TX,3VW267AJ0GM214000,Volkswagen,Jetta
20518,2017,12866,Harrisburg, PA,3VW4T7AUXHM025660,Volkswagen,Golf
17997,2015,38869,Morton Grove, IL,3VWYT7AU0FM042966,Volkswagen,Golf
11500,2016,17257,Naples, FL,3VW267AJ5GM362966,Volkswagen,Jetta
8995,2014,27400,Naugatuck, CT,3VWD17AJ6EM291328,Volkswagen,Jetta
7995,2015,74695,Union City, GA,1VWAT7A38FC063381,Volkswagen,Passat4dr
12489,2016,12817,Bernardsville, NJ,3VW167AJ0GM330440,Volkswagen,Jetta
11544,2015,22598,Clearwater, FL,3VW2K7AJXFM422489,Volkswagen,Jetta
15991,2015,38078,Amarillo, TX,3VW4T7AU2FM026119,Volkswagen,Golf
16680,2017,2426,Killeen, TX,1VWAT7A31HC000335,Volkswagen,Passat1.8T
10393,2014,10712,Bedford, OH,3VW2K7AJ5EM318037,Volkswagen,Jetta
12000,2015,3958,Orange, CA,3VW1K7AJ8FM326548,Volkswagen,Jetta
10788,2014,22802,Owings Mills, MD,3VW1K7AJ2EM324342,Volkswagen,Jetta
10000,2014,30271,San Diego, CA,3VW2K7AJ6EM319682,Volkswagen,Jetta
9999,2014,31980,Phoenix, AZ,1VWAT7A33EC027337,Volkswagen,Passat4dr
7750,2014,58877,San Antonio, TX,3VW2K7AJ4EM430487,Volkswagen,Jetta
10495,2016,35689,Hackettstown, NJ,3VW267AJ2GM334705,Volkswagen,Jetta
11999,2015,37345,Lemon Grove, CA,1VWAT7A33FC076605,Volkswagen,Passat4dr
5995,2006,92648,West Nyack, NY,WVWEK73C86P032595,Volkswagen,Passat
13591,2016,2295,Murrieta, CA,3VW267AJ6GM335467,Volkswagen,Jetta
15970,2016,51039,Bedford, OH,3VW4T7AU3GM040533,Volkswagen,Golf
