Price,Year,Mileage,City,State,Vin,Make,Model
22499,2015,26772,Bethesda, MD,YV1612TK9F2333210,Volvo,S602015.5
5397,2007,147918,Berlin, NJ,YV4CZ982371364315,Volvo,XC90AWD
12000,2011,111423,Ivel, KY,YV4952CT5B1576946,Volvo,XC90AWD
7943,2009,97801,Denton, TX,YV1MC67239J075067,Volvo,C702dr
24900,2017,9456,Ramsey, NJ,YV126MFL3H2422192,Volvo,S60T5
4617,2006,162976,Lincoln, NE,YV1RS592862508002,Volvo,S602.5L
4900,2007,128432,Arlington, TX,YV1MS390472287903,Volvo,S404dr
21500,2014,40824,Delray Beach, FL,YV1612FS9E2275142,Volvo,S60T5
15766,2013,77930,Dallas, TX,YV1612FS3D2203609,Volvo,S60T5
8750,2008,122954,Watertown, CT,YV1AH852281058830,Volvo,S804dr
20489,2013,24659,Midlothian, VA,YV1952AS3D1172988,Volvo,S803.2L
24900,2017,9716,Ramsey, NJ,YV126MFL0H2423123,Volvo,S60T5
8995,2006,96350,Greenville, WI,YV4CZ852961291576,Volvo,XC904.4L
15500,2011,41192,Savannah, GA,YV4952DL9B2156101,Volvo,XC60FWD
7988,2007,117114,Jacksonville, FL,YV4CZ852571379266,Volvo,XC90AWD
23557,2015,21022,Saco, ME,YV1612TK3F1340515,Volvo,S602015.5
18995,2013,58115,Austin, TX,YV1612FS9D2201640,Volvo,S60T5
23382,2015,13503,Trevose, PA,YV1612TB6F1310893,Volvo,S60T5
20900,2014,25000,Little Rock, AR,YV1612FS5E1290016,Volvo,S60T5
9495,2010,125000,Sterling, VA,YV4982CZXA1557920,Volvo,XC90AWD
5995,2007,141389,Charlotte, NC,YV4CY982371408655,Volvo,XC90FWD
21991,2015,36629,Houston, TX,YV1612TK8F1353681,Volvo,S602015.5
13500,2011,88500,OSSEO, MN,YV1902FH9B2013881,Volvo,S604dr
7988,2006,108871,Englewood, CO,YV4CM592961239615,Volvo,XC902.5L
7999,2007,117392,Sacramento, CA,YV4CZ852771358371,Volvo,XC90AWD
8881,2008,136345,Fremont, CA,YV1MJ672182410924,Volvo,V504dr
23000,2015,17712,Austin, TX,YV140MFD8F1305925,Volvo,S60T5
16353,2012,77611,Winston Salem, NC,YV4952CY7C1624265,Volvo,XC90FWD
12670,2010,87024,Duluth, GA,YV4982CY8A1564436,Volvo,XC90FWD
10995,2008,90151,Sykesville, MD,YV4CZ982181449526,Volvo,XC90AWD
19091,2016,64590,Leesburg, GA,YV126MFK7G2402789,Volvo,S60T5
5000,2008,169007,Tuscon, AZ,YV1AS982481064177,Volvo,S804dr
21900,2014,23493,Hingham, MA,YV1612FH5E2296400,Volvo,S60T5
24900,2017,10658,Ramsey, NJ,YV126MFL2H2422250,Volvo,S60T5
24900,2017,10690,Ramsey, NJ,YV126MFL1H2422112,Volvo,S60T5
20598,2015,38043,Leominster, MA,YV126MFK4F1343267,Volvo,S602015.5
5259,2003,129405,Littleton, CO,YV1RH59H332283650,Volvo,S604dr
24900,2017,10716,Ramsey, NJ,YV126MFL0H2422179,Volvo,S60T5
4000,2005,152000,Martinez, CA,YV1RS592452467303,Volvo,S602.5L
4997,2005,140000,Sacramento, CA,YV1RH527452441305,Volvo,S602.5L
11995,2010,108307,Louisville, KY,YV4982CZXA1535366,Volvo,XC90AWD
9995,2008,102671,Vernon, CT,YV4CZ982881453945,Volvo,XC90AWD
22299,2016,29862,Montclair, CA,YV140MAK5G1197321,Volvo,S80T5
2995,2003,118366,Chantilly, VA,YV1VS295X3F934057,Volvo,S404dr
24900,2017,11002,Ramsey, NJ,YV126MFL0H2421954,Volvo,S60T5
24990,2017,10228,Chattanooga, TN,YV126MFL6H2422560,Volvo,S60T5
5980,2004,100848,Austin, TX,YV1MS682042024016,Volvo,S402004.5
3995,2003,135195,Virgina Beach, VA,YV1RH59H132255443,Volvo,S604dr
6995,2006,121825,Manassas, VA,YV4CN592X61303030,Volvo,XC902.5L
7700,2007,121943,Phoenix, AZ,YV4CZ982471365618,Volvo,XC90AWD
20650,2015,46036,East Hartford, CT,YV1612TB0F1308993,Volvo,S60T5
5999,2006,108239,Raleigh, NC,YV1MS382062223441,Volvo,S402.4L
25066,2017,7448,San Leandro, CA,YV126MFL2H2422247,Volvo,S60T5
11985,2011,104836,Virginia Beach, VA,YV4952CY4B1587237,Volvo,XC90FWD
21495,2014,28995,Cary, NC,YV1612FS4E2297307,Volvo,S60T5
10827,2010,73565,Denton, TX,YV1672MC3AJ093107,Volvo,C702dr
24488,2015,15062,Falls Church, VA,YV126MFK1F1350841,Volvo,S602015.5
19059,2013,49884,Littleton, CO,YV1612FH3D2185178,Volvo,S60T5
7424,2008,134298,Denton, TX,YV4CY982381473488,Volvo,XC90FWD
11977,2010,103259,Albuquerque, NM,YV1992AH1A1127391,Volvo,S804dr
4500,2003,129622,Chesapeake, VA,YV1RS61T232253496,Volvo,S604dr
20591,2014,48639,Clive, IA,YV1612FH6E2276706,Volvo,S60T5
9988,2007,95006,Jacksonville, FL,YV4CZ852371394736,Volvo,XC90AWD
10491,2009,69447,Mesa, AZ,YV1MC67209J076631,Volvo,C702dr
20998,2014,35543,Cary, NC,YV1612FS6E2275888,Volvo,S60T5
25444,2017,11833,Syracuse, NY,YV126MFL1H2422854,Volvo,S60T5
18999,2013,41284,Burien, WA,YV1612FH2D2194003,Volvo,S60T5
5450,2005,135119,Mchenry, IL,YV1CZ911651160636,Volvo,XC904dr
15500,2011,26614,Elizabeth, NJ,YV1672MC3BJ120887,Volvo,C702dr
3999,2001,90262,Everett, WA,YV1VS29591F772970,Volvo,S40A
22499,2015,29609,Bethesda, MD,YV1612TK5F1342153,Volvo,S602015.5
21000,2013,32279,Cornelius, NC,YV1902FH1D2180562,Volvo,S60T6
6980,2007,138274,West Chester, PA,YV1AS982271034688,Volvo,S804dr
5900,2005,127540,Raleigh, NC,YV1CN592051136978,Volvo,XC904dr
8999,2010,133256,Snellville, GA,YV4982CY2A1545817,Volvo,XC90FWD
5200,2006,128766,Highland, IN,YV1MS382262194430,Volvo,S402.4L
21991,2015,38940,Houston, TX,YV149MFDXF1317953,Volvo,S60T6
12412,2011,73002,Brandon, MS,YV1672MC3BJ116497,Volvo,C70T5
24683,2015,15858,Springfield, MO,YV126MFK9F1348724,Volvo,S602015.5
5495,2005,106871,Fredericksburg, VA,YV1MS382552095843,Volvo,S402.4L
3775,2006,178474,Plattsmouth, NE,YV1RH527862528089,Volvo,S602.5L
9800,2010,98422,Cincinnati, OH,YV1672MC9AJ093371,Volvo,C702dr
18500,2013,58686,Ramsey, NJ,YV1940AS2D1167594,Volvo,S804dr
3998,2006,165877,La Habra, CA,YV1TH592561441935,Volvo,S802.5L
8999,2006,99100,Denver, CO,YV4CM592661291784,Volvo,XC902.5L
17395,2015,78528,Arlington, VA,YV1612TB1F1310090,Volvo,S60T5
20988,2014,38618,Lynnwood, WA,YV1612FS3E2295452,Volvo,S60T5
22991,2015,29446,Clive, IA,YV140MFB4F2310435,Volvo,S60T5
4490,2008,145144,Stone Mountain, GA,YV1MS382882362817,Volvo,S404dr
9900,2010,97211,San Antonio, TX,YV1672MH8A2501607,Volvo,S404dr
24900,2017,12785,Ramsey, NJ,YV126MFL9H2424058,Volvo,S60T5
6990,2007,135217,Alpharetta, GA,YV1RH527972619308,Volvo,S604dr
23418,2016,34009,Warner Robins, GA,YV126MFK9G2393593,Volvo,S60T5
13995,2011,92830,Rockville, MD,YV4952CZ9B1582513,Volvo,XC90AWD
12500,2010,72782,Lisle, IL,YV4982DZ9A2082883,Volvo,XC60AWD
4495,2004,139631,Country Club Hills, IL,YV1RS59V642335278,Volvo,S602.5L
20788,2013,32673,Lynnwood, WA,YV1612FH0D1220619,Volvo,S60T5
10994,2011,90288,Houston, TX,YV1672MCXBJ120501,Volvo,C70
5995,2007,118679,Chantilly, VA,YV1MH682672312514,Volvo,S404dr
20995,2014,36887,Berwyn, PA,YV1612FS3E2279798,Volvo,S60T5
23998,2015,22693,Falls Church, VA,YV126MFK5F1343858,Volvo,S602015.5
4999,2004,130675,Stone Mountain, GA,YV1CY59H841081559,Volvo,XC904dr
13326,2008,80759,Simsbury, CT,YV1AH852381059713,Volvo,S804dr
12988,2011,98335,Creve Coeur, MO,YV4952CZ9B1591891,Volvo,XC90AWD
3888,2008,181643,Dallas, TX,YV1RS592982684673,Volvo,S604dr
4999,2001,108154,El Cajon, CA,YV1RS58D812065071,Volvo,S602.4T
12951,2011,77685,Sumter, SC,YV4952DZ0B2175608,Volvo,XC60AWD
11800,2007,99335,Bellevue, WA,YV1AH852471032339,Volvo,S804dr
24900,2017,13368,Ramsey, NJ,YV126MFL8H2421748,Volvo,S60T5
7850,2008,105368,Corte Madera, CA,YV1MS390582373027,Volvo,S404dr
7995,2004,97990,Sacramento, CA,YV1RH52Y842362890,Volvo,S602.5L
19995,2013,49776,Austin, TX,YV1612FHXD2172329,Volvo,S60T5
15399,2011,69107,Colorado Springs, CO,YV1902FHXB2006194,Volvo,S604dr
19599,2014,44424,Tucson, AZ,YV1612FS9E1287331,Volvo,S60T5
4995,2005,114223,San Antonio, TX,YV1MS382352108072,Volvo,S402.4L
5995,2005,102187,Abington, MA,YV1MS382552052541,Volvo,S402.4L
24451,2017,11911,Perkasie, PA,YV126MFL4H2422816,Volvo,S60T5
24900,2017,13789,Ramsey, NJ,YV126MFLXH2420486,Volvo,S60T5
21900,2013,37726,East Petersburg, PA,YV1612FH2D2186824,Volvo,S60T5
6990,2005,107532,Carmel, IN,YV1SZ592351174155,Volvo,XC702.5L
15499,2012,97484,Fort Collins, CO,YV1902AH6C1152526,Volvo,S804dr
22064,2014,21960,Golden Valley, MN,YV1612FSXE2278941,Volvo,S60T5
8995,2011,106841,Miami, FL,YV1672MC6BJ107888,Volvo,C702dr
5850,2005,129855,Marietta, GA,YV1CY592051145350,Volvo,XC904dr
8485,2008,123957,Wilmington, NC,YV4CZ852781463302,Volvo,XC90AWD
14581,2011,56506,Okemos, MI,YV4952DL3B2217409,Volvo,XC60FWD
23775,2015,12522,Mission Viejo, CA,YV126MFB9F2303826,Volvo,S60T5
5980,2006,111290,Burbank, IL,YV1MH682062192126,Volvo,S402.5L
4998,2004,131616,Garner, NC,YV1CZ91H141060620,Volvo,XC904dr
20700,2014,41445,Bluffton, SC,YV1612FS7E1287392,Volvo,S60T5
11994,2009,82023,Riverdale, NJ,YV4BZ992791059915,Volvo,XC704dr
18499,2013,59409,Midlothian, VA,YV1612FSXD1216363,Volvo,S60T5
6981,2006,125087,Raleigh, NC,YV4CZ592261244978,Volvo,XC902.5L
12975,2009,78703,South River, NJ,YV4CZ982391496851,Volvo,XC90AWD
21994,2015,35547,Dallas, TX,YV140MFB1F1317185,Volvo,S60T5
14988,2011,71739,Glen Allen, VA,YV4952CZ2B1602679,Volvo,XC90AWD
7950,2008,94026,Seymour, TN,YV1MC67228J054788,Volvo,C702dr
24250,2016,16953,St. Louis, MO,YV126MFK0G2402181,Volvo,S60T5
14899,2011,72862,Lawndale, CA,YV4952CY9B1607076,Volvo,XC90FWD
7995,2008,104525,Mauldin, SC,YV1MS390082401901,Volvo,S404dr
7988,2005,104497,Englewood, CO,YV1CZ592451213467,Volvo,XC904dr
24250,2016,16980,St. Louis, MO,YV1612TK4G1392883,Volvo,S60T5
3799,2008,183940,Nashville, TN,YV1RS592082671407,Volvo,S604dr
26000,2016,10014,Marlow Heights, MD,YV1612TK1G2401887,Volvo,S60T5
9995,2011,132151,Watertown, CT,YV4952CZ3B1586315,Volvo,XC90AWD
6495,2006,122865,Sacramento, CA,YV4SZ592561232240,Volvo,XC702.5L
20645,2015,48389,Golden Valley, MN,YV126MFKXF1346898,Volvo,S602015.5
20900,2015,57839,Saco, ME,YV1612TB1F1299947,Volvo,S60T5
6900,2005,117880,Sacramento, CA,YV1CZ852651182732,Volvo,XC904dr
9950,2010,124319,Cary, NC,YV4982CT5A1555147,Volvo,XC90AWD
6495,2005,122938,Berthoud, CO,YV1CZ911851135916,Volvo,XC904dr
22499,2015,32267,Bethesda, MD,YV1612TK2F1343373,Volvo,S602015.5
23498,2015,24706,Dulles, VA,YV140MFB5F1313785,Volvo,S60T5
7988,2006,76944,Roseville, CA,YV1MC68286J001184,Volvo,C702.5L
24637,2016,21796,Greensboro, NC,YV126MFK1G2405106,Volvo,S60T5
21900,2015,36415,Willoughby, OH,YV140MFB2F1304056,Volvo,S60T5
18000,2013,71436,Norwood, MA,YV4952CZXD1658680,Volvo,XC90AWD
5936,2006,150128,Watertown, CT,YV4CZ592961260322,Volvo,XC902.5L
21981,2015,41876,San Antonio, TX,YV140MFBXF1317329,Volvo,S60T5
21900,2014,26331,East Hartford, CT,YV1612FS4E2275534,Volvo,S60T5
17500,2013,76327,Grapevine, TX,YV4952CY1D1632394,Volvo,XC90FWD
9000,2011,163207,Fredericksburg, VA,YV4952CZ6B1587068,Volvo,XC90AWD
23000,2014,12134,East Hanover, NJ,YV1612FH6E2295594,Volvo,S60T5
9850,2008,100337,North Charleston, SC,YV4BZ982081002746,Volvo,XC704dr
21750,2015,32355,Johnson City, TN,YV1612TC8F1305039,Volvo,S60T5
3650,2004,152160,Spotsylvania, VA,YV1RS61T042315401,Volvo,S602.4L
21980,2015,40561,Bellevue, WA,YV126MFDXF2313220,Volvo,S60T5
7881,2008,124260,Manassas, VA,YV4BZ982881018161,Volvo,XC704dr
22291,2015,28343,West Palm Beach, FL,YV140MFB7F1317286,Volvo,S60T5
5699,2004,124608,Chantilly, VA,YV1CZ91H541052987,Volvo,XC904dr
22499,2015,40009,San Antonio, TX,YV149MFM7F2338995,Volvo,S602015.5
3499,2006,168447,Circleville, OH,YV4CZ592561266375,Volvo,XC902.5L
14988,2010,64497,Englewood, CO,YV4982CZ9A1534564,Volvo,XC90AWD
11995,2008,97401,Tulsa, OK,YV4CZ852381454242,Volvo,XC90AWD
5975,2007,121660,Hasbrouck Heights, NJ,YV1MH682X72250874,Volvo,S404dr
22990,2016,26422,Plano, TX,YV140MAK2G1195784,Volvo,S80T5
9995,2010,124780,Sykesville, MD,YV4982CZ8A1537410,Volvo,XC90AWD
8995,2008,82986,Hayward, CA,YV1MC67208J043854,Volvo,C702dr
13800,2012,81775,Manchester, MO,YV4952DL3C2335719,Volvo,XC603.2L
22789,2015,26693,Alexandria, VA,YV140MFC4F1318761,Volvo,S60T5
22999,2015,24197,Midlothian, VA,YV140MFD3F1313110,Volvo,S60T5
21555,2014,38131,Allentown, PA,YV1612FH8E2284841,Volvo,S60T5
22495,2015,20557,Manassas, VA,YV126MFC9F1306899,Volvo,S60T5
16785,2014,85000,Houston, TX,YV1612FS8E1297395,Volvo,S60T5
4498,2006,131206,Arlington, TX,YV1MS390562188103,Volvo,S402.4L
12300,2010,67725,Carmel, IN,YV4992DZ0A2125858,Volvo,XC60AWD
3500,2004,115065,Pensacola, FL,YV1NC63D54J063006,Volvo,C702dr
19388,2012,50751,Athens, GA,YV1952AS7C1162866,Volvo,S804dr
5498,2004,122865,Orem, UT,YV1MS682142009962,Volvo,S402004.5
12491,2009,104765,Clive, IA,YV4CM982691519604,Volvo,XC90AWD
5499,2004,127788,Chantilly, VA,YV1C259H841076388,Volvo,XC90T6
27000,2017,2232,Torrington, CT,YV126MFL3H2434116,Volvo,S60T5
15995,2011,61664,Glendale, CA,YV4952CY6B1596733,Volvo,XC90FWD
16990,2011,67460,Winston Salem, NC,YV4952CZ0B1579581,Volvo,XC90AWD
21755,2015,41514,Charlotte, NC,YV140MFB9F1299941,Volvo,S60T5
11997,2010,101369,Falls Church, VA,YV4982CZ0A1551852,Volvo,XC90AWD
7995,2009,104293,Denton, TX,YV1MC67299J076109,Volvo,C702dr
5995,2005,122318,Indianapolis, IN,YV1SZ592651192116,Volvo,XC702.5L
25632,2016,21408,El Paso, TX,YV1612TK1G2399994,Volvo,S60T5
9965,2009,117374,Elizabeth, NJ,YV4CZ982491517366,Volvo,XC90AWD
6295,2007,136004,Morristown, NJ,YV4SZ592471274237,Volvo,XC704dr
5981,2004,122441,Raleigh, NC,YV1CZ59H441110472,Volvo,XC904dr
5995,2009,139603,Georgetown, TX,YV1MS382692452680,Volvo,S404dr
25888,2017,12520,Athens, GA,YV126MFL8H2423631,Volvo,S60T5
14046,2011,102204,Raynham, MA,YV4952CZ2B1568209,Volvo,XC90AWD
24900,2015,21764,East Petersburg, PA,YV140MFK9F2365446,Volvo,S602015.5
6955,2009,143281,Manchester, MO,YV1MS382892432799,Volvo,S402.4L
10985,2008,96660,Mobile, AL,YV4CZ982681485700,Volvo,XC90AWD
10987,2010,113840,Chantilly, VA,YV4982CZ4A1535394,Volvo,XC90AWD
21977,2015,37375,Santa Ana, CA,YV126MFB6F1304972,Volvo,S60T5
1999,2004,170497,West Bridgewater, MA,YV1CZ91H941079707,Volvo,XC904dr
10850,2008,89877,Abington, MA,YV4BZ982281004367,Volvo,XC704dr
9988,2011,108874,Sacramento, CA,YV1672MS8B2550027,Volvo,S404dr
16595,2013,70405,Tulsa, OK,YV4952CFXD1655011,Volvo,XC90LEATHER
21000,2015,39094,Laurel, MD,YV126MFD1F1314682,Volvo,S60T5
4995,2005,143171,Hasbrouck Heights, NJ,YV1CZ852851197538,Volvo,XC904dr
21772,2015,37219,Golden Valley, MN,YV140MFK8F1336980,Volvo,S602015.5
22444,2014,30984,Dulles, VA,YV1612FSXE2271939,Volvo,S60T5
5299,2005,131135,Honolulu, HI,YV1SZ592751174692,Volvo,XC702.5L
23490,2016,21719,Plano, TX,YV140MAK4G1196807,Volvo,S80T5
11981,2010,89125,Jacksonville, FL,YV4992DZ9A2060590,Volvo,XC60AWD
4000,2005,155353,Dallas, TX,YV1CY592351143530,Volvo,XC904dr
6988,2005,111019,Sacramento, CA,YV1SZ592651179334,Volvo,XC702.5L
5548,2007,135335,Carrollton, GA,YV1MS382772275635,Volvo,S404dr
8750,2009,107000,Nashville, TN,YV1MS382692461797,Volvo,S404dr
6595,2010,173788,Nashville, TN,YV1992AH3A1117719,Volvo,S804dr
20987,2013,49190,Lafayette, LA,YV4952CY9D1663862,Volvo,XC90FWD
20999,2015,43365,Orlando, FL,YV1902MB4F1183740,Volvo,S80T6
7500,2007,141924,North Richland Hills, TX,YV4CY982771331238,Volvo,XC90FWD
21995,2014,29121,Santa Ana, CA,YV1612FS0E1282129,Volvo,S60T5
23490,2016,22103,Plano, TX,YV140MAK6G1197019,Volvo,S80T5
16492,2013,83298,Fort Pierce, FL,YV4952CY0D1662244,Volvo,XC90
25600,2017,8951,Golden Valley, MN,YV126MFL4H2420693,Volvo,S60T5
22700,2015,29495,Lawrenceville, NJ,YV126MFB4F2305418,Volvo,S60T5
11450,2009,100567,Jersey City, NJ,YV4CZ982691499064,Volvo,XC90AWD
9999,2007,115849,Englewood, CO,YV4CT852571377180,Volvo,XC90AWD
12900,2011,108525,East Hartford, CT,YV4952CZ0B1587972,Volvo,XC90AWD
10994,2008,89155,Fairfax, VA,YV4BZ982981019920,Volvo,XC704dr
15800,2012,80800,Rapid City, SD,YV1902AH7C1162191,Volvo,S804dr
23765,2015,21693,Bellevue, WA,YV126MFC4F2312250,Volvo,S60T5
6990,2007,111724,Dallas, TX,YV1MS382072290476,Volvo,S404dr
6990,2008,146012,Dallas, TX,YV4CZ982781429572,Volvo,XC90AWD
24898,2015,8108,Bellevue, WA,YV126MFC7F1306898,Volvo,S60T5
24998,2015,15696,Falls Church, VA,YV140MFM2F1335342,Volvo,S602015.5
5175,2005,152661,Golden, CO,YV1RH592252460817,Volvo,S602.5L
11627,2008,95831,Shoreline, WA,YV4BZ982981025152,Volvo,XC704dr
5995,2007,124044,Orlando, FL,YV1MS390672299969,Volvo,S404dr
24500,2015,22104,Delray Beach, FL,YV140MFC1F2302222,Volvo,S60T5
17677,2013,51330,Clearwater, FL,YV4952DL0D2408420,Volvo,XC603.2L
22750,2015,30871,Lisle, IL,YV1612TK1F1346121,Volvo,S602015.5
9800,2009,121425,Westfield, IN,YV4CZ982791520889,Volvo,XC90AWD
5966,2006,133372,Phoenix, AZ,YV4SZ592361208521,Volvo,XC702.5L
23888,2015,20232,Syracuse, NY,YV1612TB0F1310078,Volvo,S60T5
6109,2004,137162,Littleton, CO,YV1CZ91HX41064956,Volvo,XC904dr
16250,2011,49222,Wilmington, NC,YV4952DZXB2164065,Volvo,XC60AWD
13999,2012,60055,Miami, FL,YV1672MC8CJ127223,Volvo,C702dr
23750,2016,25007,East Hartford, CT,YV126MFK7G2402341,Volvo,S60T5
3500,2004,117861,Honolulu, HI,YV1NC62D74J048315,Volvo,C702dr
16290,2010,56403,Fairfax, VA,YV4992BZ6A1081213,Volvo,XC704dr
14250,2011,76925,San Antonio, TX,YV4952BL1B1106155,Volvo,XC704dr
24899,2015,4408,Hingham, MA,YV126MFK7F1336183,Volvo,S602015.5
22590,2015,42400,Fredericksburg, VA,YV1612TK8F1342583,Volvo,S602015.5
5995,2008,159200,Fredricksburg, VA,YV4CM982381485541,Volvo,XC90AWD
15968,2012,58241,McDonough, GA,YV4940DL2C2293437,Volvo,XC60FWD
11400,2010,103000,Costa Mesa, CA,YV4960BZXA1081812,Volvo,XC704dr
9595,2008,107562,Streamwood, IL,YV4BZ982081018249,Volvo,XC704dr
22595,2015,32560,Somerville, NJ,YV126MFK2F1337967,Volvo,S602015.5
5995,2006,133846,Roseville, CA,YV4SZ592561223439,Volvo,XC702.5L
21595,2015,44718,Somerville, NJ,YV126MFK4F1340224,Volvo,S602015.5
3995,2004,152267,Sacramento, CA,YV1RH59H342333352,Volvo,S602.5L
15990,2012,73579,Carmel, IN,YV4952CY4C1616706,Volvo,XC90FWD
11987,2007,60099,Cathedral City, CA,YV1MC68217J019009,Volvo,C702dr
22800,2015,20493,Golden Valley, MN,YV126MFB3F1305271,Volvo,S60T5
20995,2014,33688,Stonington, CT,YV1612FH7E1290068,Volvo,S60T5
22480,2015,35020,Rockville, MD,YV126MFK1F1346031,Volvo,S602015.5
23927,2015,21620,Bellevue, WA,YV126MFKXF2349651,Volvo,S602015.5
6495,2004,93727,Fredericksburg, VA,YV1MS382842014753,Volvo,S402004.5
14999,2013,94404,Marietta, GA,YV4952CY3D1670662,Volvo,XC90FWD
6790,2005,98819,Chantilly, VA,YV1MH682952072906,Volvo,S402.5L
5371,2007,133136,North Hollywood, CA,YV1MS382272275364,Volvo,S404dr
13995,2010,72367,SAUGERTIES, NY,YV4960BZ5A1078039,Volvo,XC704dr
11990,2010,75327,North Palm Beach, FL,YV4992DZ8A2082905,Volvo,XC60AWD
5950,2007,126331,Johnson City, TN,YV1MS382X72299721,Volvo,S404dr
16995,2013,83475,Santa Ana, CA,YV1902FH1D1215526,Volvo,S60T6
5995,2006,146655,Easton, PA,YV4SZ592361233290,Volvo,XC702.5L
23997,2016,15223,Jacksonville, FL,YV126MFK6G2393650,Volvo,S60T5
23850,2015,18216,Hingham, MA,YV1612TK6F1335213,Volvo,S602015.5
23000,2015,25793,East Hanover, NJ,YV126MFB2F2300394,Volvo,S60T5
14490,2009,66502,Daytona, FL,YV4CY982891505420,Volvo,XC90FWD
12932,2010,85422,Camp Springs, MD,YV4982BZ3A1090809,Volvo,XC704dr
12999,2008,82678,Albuquerque, NM,YV1AH852781063831,Volvo,S804dr
20184,2015,59900,Golden Valley, MN,YV126MFB6F1305202,Volvo,S60T5
10500,2009,116248,Willoughby, OH,YV4BZ982591060921,Volvo,XC704dr
19980,2015,55476,Springfield, MO,YV1612TB1F1305875,Volvo,S60T5
10988,2009,83478,Alameda, CA,YV1MS390392447501,Volvo,S404dr
8995,2007,124867,Hackettstown, NJ,YV4CT852971395844,Volvo,XC90AWD
5995,2002,112215,HUNTINGTON BEACH, CA,YV1RH58D322195159,Volvo,S602.4T
7293,2007,109660,Pueblo, CO,YV1MC68277J014817,Volvo,C702dr
22495,2015,35156,Somerville, NJ,YV126MFKXF1336050,Volvo,S602015.5
22500,2015,25312,Louisville, KY,YV126MFC5F2311480,Volvo,S60T5
10965,2008,92581,Fairfax, VA,YV4BZ982681036285,Volvo,XC704dr
24950,2016,15141,St. Louis, MO,YV126MFK4G2409280,Volvo,S60T5
5500,2006,149675,Union City, GA,YV4CN592061286951,Volvo,XC902.5L
5999,2005,149997,Allentown, PA,YV1CZ852651192886,Volvo,XC904dr
16495,2012,70414,Cary, NC,YV4952BL4C1119449,Volvo,XC70FWD
9988,2008,113028,Medway, MA,YV4CZ982X81436158,Volvo,XC90AWD
17967,2013,72008,Manchester, NH,YV1902FH6D2182064,Volvo,S60T6
4688,2005,138892,McDonough, GA,YV1SZ592151176289,Volvo,XC702.5L
9998,2007,105760,Nazareth, PA,YV4SZ592471263240,Volvo,XC704dr
13895,2007,64056,Scottsdale, AZ,YV1AH852871043554,Volvo,S804dr
12750,2010,88704,Bellerose, NY,YV4960BZ3A1077035,Volvo,XC704dr
24450,2016,21595,St. Louis, MO,YV126MFKXG2390699,Volvo,S60T5
9500,2010,114596,Alexandria, VA,YV4982DL4A2108821,Volvo,XC60FWD
24950,2017,13548,Scottsdale, AZ,YV126MFL7H2422535,Volvo,S60T5
21900,2015,41238,East Hartford, CT,YV1612TB7F1304200,Volvo,S60T5
9500,2005,96146,Salt Lake City, UT,YV1CZ852051195587,Volvo,XC904dr
10497,2008,70491,Fredericksburg, VA,YV1MC67288J040796,Volvo,C702dr
3999,2005,162858,West Scaramento, CA,YV1RS612152426726,Volvo,S602.4L
18800,2013,60229,Bluffton, SC,YV4952CY7D1639107,Volvo,XC90FWD
20900,2015,55212,Bloomington, IL,YV1612TK4F2333468,Volvo,S602015.5
11990,2011,90309,Dallas, TX,YV4952DL1B2185284,Volvo,XC60FWD
6988,2007,158449,Lakewood, CO,YV1MJ682672270558,Volvo,V504dr
4994,2007,161301,DAYTON, OH,YV4SZ592771280520,Volvo,XC704dr
2100,2006,185834,Chicago, IL,YV4CN592661285724,Volvo,XC902.5L
6997,2006,124000,Sacramento, CA,YV4SZ592X61225493,Volvo,XC702.5L
24949,2016,20411,Tacoma, WA,YV126MFK3G2409478,Volvo,S60T5
25500,2015,13491,Delray Beach, FL,YV140MFKXF1359368,Volvo,S602015.5
7550,2010,160259,Phoenix, AZ,YV4982CZ1A1544618,Volvo,XC90AWD
6995,2008,149785,Jersey City, NJ,YV4CZ982981485626,Volvo,XC90AWD
22955,2015,36048,Manchester, MO,YV1612TB1F1309070,Volvo,S60T5
22500,2015,26415,Golden Valley, MN,YV140MFB9F1317418,Volvo,S60T5
23890,2016,21796,Plano, TX,YV140MAK1G1197607,Volvo,S80T5
23702,2015,29513,League City, TX,YV126MFD9F2311264,Volvo,S60T5
14900,2010,72000,Charlotte, NC,YV4982CYXA1537318,Volvo,XC90FWD
6990,2004,78955,Edgewater Park, NJ,YV1NC62D64J061444,Volvo,C702dr
23000,2015,27680,East Hanover, NJ,YV126MFK5F1338563,Volvo,S602015.5
10995,2007,99826,Reno, NV,YV1AH852X71028781,Volvo,S804dr
7800,2007,141596,Jennings, LA,YV4CN982871343083,Volvo,XC90FWD
17281,2013,85405,Germantown, MD,YV4952CZ7D1629511,Volvo,XC90AWD
26000,2017,8726,Golden Valley, MN,YV126MFL0H2421078,Volvo,S60T5
8987,2007,88270,Las Vegas, NV,YV1MC68257J018543,Volvo,C702dr
16282,2012,56628,Hutto, TX,YV4952DL7C2341474,Volvo,XC60FWD
15993,2012,67198,Wilmington, NC,YV1672MC7CJ126760,Volvo,C702dr
5999,2003,119334,Beaverton, OR,YV1CM91HX31015141,Volvo,XC904dr
17493,2012,68985,Miami, FL,YV1902FH2C2126623,Volvo,S60AWD
4250,2000,63875,Pinellas Park, FL,YV1VW2552YF565132,Volvo,V40A
23828,2015,23731,Fairfax, VA,YV140MFM1F1345912,Volvo,S602015.5
